ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1898804-20160416,2449760,329791,1,ANDERSON PRODUCTIONS INC,ANDERSON PRODUCTIONS INC,224  8TH AVE,LAGRANGE,IL,60525,,,,,1010,Limited Business License,,,1898804.0,RENEW,,02/15/2016,04/12/2016,N,04/16/2016,04/15/2018,04/12/2016,04/13/2016,AAI,,,,,
31625-20180416,2579469,5206,2,WINDY CITY AMUSEMENT,WINDY CITY AMUSEMENT,920 W MAIN ST  1ST,SAINT CHARLES,IL,60174,,,,,1010,Limited Business License,,,31625.0,RENEW,,02/15/2018,02/28/2018,N,04/16/2018,04/15/2020,02/28/2018,03/01/2018,AAI,,,,,
1913971-20100716,2035640,332931,1,HEIGHTS GLASS & MIRROR CO.,HEIGHTS GLASS & MIRROR CO.,1040  ENTRY DR,BENSENVILLE,IL,60106,,,,,1011,Home Repair,,,1913971.0,RENEW,,05/17/2010,06/28/2010,N,07/16/2010,07/15/2012,06/28/2010,06/29/2010,AAC,12/31/2012,,,,
2418641-20150817,2418641,400218,1,"CODE 3 CRITICAL SOLUTIONS, LLC","CODE 3 CRITICAL SOLUTIONS, LLC",1900 W ACRES RD,JOLIET,IL,60435,,,,,4404,Regulated Business License,737,"Preparation of License, Certificate or Permit Applications for Compensation",2418641.0,ISSUE,07/28/2015,07/28/2015,07/28/2015,N,08/17/2015,08/15/2017,08/05/2015,08/17/2015,AAI,,,,,
1403361-20160116,2435701,266934,2,LORI WESSON - LEE,SWEET PEA TRANSPORTATION INC,7000 S CICERO AVE,BEDFORD PARK,IL,60638,,,,,1010,Limited Business License,,,1403361.0,RENEW,,11/15/2015,01/19/2016,N,01/16/2016,01/15/2018,01/19/2016,01/19/2016,AAI,,,41.765869291,-87.742080701,"(41.76586929142589, -87.74208070061113)"
2263756-20170616,2527320,381906,1,"Biehl & Biehl, Inc.","Biehl & Biehl, Inc.",325 E FULLERTON AVE,CAROL STREAM,IL,60188,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2263756.0,RENEW,,04/15/2017,06/10/2017,N,06/16/2017,06/15/2019,06/10/2017,06/12/2017,AAI,,,41.92551885,-87.637624095,"(41.92551885003427, -87.63762409539514)"
1224247-20020221,1224247,242722,1,"D & P MECHANICAL, INC.",D & P MECHANICAL,16540  TAMELING DR,LOCKPORT,IL,60441,,,,,1011,Home Repair,,,1224247.0,ISSUE,02/11/2002,02/15/2002,02/15/2002,N,02/21/2002,02/15/2003,02/21/2002,02/22/2002,AAI,,,,,
1226505-20040816,1509375,243612,1,MARIANA ANGELOUA IVANOVA,MARIANA IVANOVA,225 S ROHLWING RD  618,PALATINE,IL,60074,,,,,1525,Massage Therapist,,,1226505.0,RENEW,,06/30/2004,07/23/2004,N,08/16/2004,08/15/2005,07/23/2004,07/26/2004,AAC,01/03/2005,,,,
1739163-20120416,2140488,307091,1,"ALPHA SPECIALTY SUPPLY, INC.","ALPHA SPECIALTY SUPPLY, INC.",2715  MEADOW DR,SAINT CHARLES,IL,60175,,,,,1010,Limited Business License,925,Miscellaneous Wholesale,1739163.0,RENEW,,02/17/2012,03/12/2012,N,04/16/2012,04/15/2014,03/12/2012,03/13/2012,AAI,,,,,
2103771-20110708,2103771,319940,2,"MONTEMAYOR CONSTRUCTION, INC.","MONTEMAYOR CONSTRUCTION, INC.",1655 N LANCASTER RD,SOUTH ELGIN,IL,60177,,,,,1010,Limited Business License,,,2103771.0,C_LOC,07/06/2011,07/07/2011,07/07/2011,N,07/08/2011,07/15/2013,07/07/2011,07/08/2011,AAI,,,,,
1443266-20031014,1443266,268944,1,JERRY ROY MOSHIER,JERRY ROY MOSHIER,22830  JADE,PORTER,TX,77365,,,,,1604,"Peddler, non-food",,,1443266.0,ISSUE,10/14/2003,10/14/2003,10/14/2003,N,10/14/2003,02/15/2004,,10/14/2003,AAI,,,,,
2207690-20151116,2426349,323895,1,JK HEATING & COOLING CO.,JK HEATING & COOLING CO.,8423 W BETTY TER 1ST,NILES,IL,60714,,,,,4404,Regulated Business License,673,Home Repair Services,2207690.0,RENEW,,09/15/2015,09/29/2015,N,11/16/2015,11/15/2017,09/29/2015,09/30/2015,AAI,,,,,
1616739-20050627,1616739,293290,1,DIRK D. SPENCE,DIRK D. SPENCE,6655  MAPLE LN,TINLEY PARK,IL,60477,,,,,1605,Street Performer,,,1616739.0,ISSUE,06/27/2005,06/27/2005,06/27/2005,N,06/27/2005,02/15/2006,,06/27/2005,AAI,,,,,
2211518-20121229,2211518,347816,3,"BUDDY'S SPECIAL EVENTS, INC.","BUDDY'S SPECIAL EVENTS, INC.",900  GLENCOE TER,LAKE ZURICH,IL,60047,,,,,4405,Mobile Food License,786,Sales of Previously Prepared Food (ONLY) that is Enclosed or Wrapped In Individual Portions From a Mobile Food Vehicle (Mobile Food Dispenser),2211518.0,ISSUE,,,,N,12/29/2012,04/15/2014,,12/29/2012,AAI,,,,,
1677839-20120416,2139607,60518,3,DYNAMIC HEATING & PIPING CO,DYNAMIC HEATING & PIPING CO,4739 W 136TH ST,CRESTWOOD,IL,60445,,,,,1010,Limited Business License,902,"Heating, Ventilation and Air Conditioning Services - Commercial",1677839.0,RENEW,,02/17/2012,02/29/2012,N,04/16/2012,04/15/2014,02/29/2012,03/01/2012,AAI,,,,,
2164271-20120711,2164271,373919,1,"1525 HP, LLC","1525 HP, LLC",5240 S HYDE PARK BLVD 0,CHICAGO,IL,60615,5.0,,5-,,1020,Residential Real Estate Developer,,,2164271.0,ISSUE,,07/10/2012,07/10/2012,N,07/11/2012,07/15/2014,07/10/2012,07/11/2012,AAC,12/29/2012,61.0,41.799787054,-87.58423704,"(41.79978705430929, -87.58423703968494)"
1770946-20070216,1797627,311982,1,JAMES DE PRATT,UNION PLUMBING,263  HIBICUSS,MATTESON,IL,60442,,,,,1010,Limited Business License,,,1770946.0,RENEW,,12/20/2006,05/24/2007,N,02/16/2007,03/15/2009,05/24/2007,05/25/2007,AAI,,,,,
28445-20051116,1629014,31054,1,TEKLA INC,TEKLA INC,1456 N DAYTON ST 1ST,CHICAGO,IL,60642,27.0,46.0,27-46,18.0,1007,Wholesale Food Establishment,864,Wholesale Food Sales,28445.0,RENEW,,09/22/2005,11/14/2005,N,11/16/2005,11/15/2006,11/14/2005,11/15/2005,AAI,,,41.908032372,-87.649578464,"(41.908032372060696, -87.64957846368361)"
2021814-20140316,2307022,351249,1,"Blackout Sealcoating, Inc.","Blackout Sealcoating, Inc.",7440 W 87 PL,BRIDGEVIEW,IL,60455,,,,,1010,Limited Business License,,,2021814.0,RENEW,,01/15/2014,03/10/2014,N,03/16/2014,03/15/2016,03/10/2014,03/11/2014,AAI,,,,,
28773-20060216,1652664,11575,1,"FULLERTON TRUCK LEASING, INC.",FULLERTON TRUCK LEASING INC,1821 W 33RD PL,CHICAGO,IL,60608,12.0,18.0,12-18,9.0,1010,Limited Business License,,,28773.0,RENEW,,12/21/2005,01/19/2006,N,02/16/2006,02/15/2007,01/19/2006,01/20/2006,AAI,,,41.833070856,-87.671284442,"(41.83307085592469, -87.67128444180022)"
64022-20020216,1208283,42650,1,STELTER SANITARY SERVICE INC,STELTER SANITARY SERVICE INC,26603 S GOVERNORS HWY  7,MONEE,IL,60449,,,,,1010,Limited Business License,,,64022.0,RENEW,,12/20/2001,01/23/2002,N,02/16/2002,02/15/2003,01/23/2002,01/24/2002,AAI,,,,,
1820766-20070613,1820766,317434,1,"PHYSICAL SECURITY, LLC","PHYSICAL SECURITY, LLC",200  KILSBY CIR,BESSEMER,AL,35022,,,,,1010,Limited Business License,,,1820766.0,ISSUE,05/14/2007,06/12/2007,06/12/2007,N,06/13/2007,05/15/2009,06/12/2007,06/13/2007,AAI,,,,,
2269708-20130621,2269708,381661,2,"Afni, Inc.","Afni, Inc.",1310  MARTIN LUTHER KING DR.,BLOOMINGTON,IL,61701,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2269708.0,ISSUE,,06/20/2013,06/20/2013,N,06/21/2013,06/15/2015,06/20/2013,06/21/2013,AAI,,,,,
1475343-20080316,1886887,272674,1,"CANTORE BOX & CABINET CO, INC",CANTORE CONSTRUCTION CO,925 S ROUTE 83,ELMHURST,IL,60126,,,,,1010,Limited Business License,,,1475343.0,RENEW,,01/22/2008,02/08/2008,N,03/16/2008,03/15/2010,02/08/2008,02/11/2008,AAI,,,,,
2134685-20120112,2134685,301371,5,RAMON MORA,RAMON MORA,4100 S ASHLAND AVE  535-354,CHICAGO,IL,60609,12.0,16.0,12-16,9.0,1010,Limited Business License,,,2134685.0,ISSUE,01/12/2012,01/12/2012,01/12/2012,N,01/12/2012,01/15/2014,01/12/2012,01/12/2012,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
27389-20041116,1530372,53128,1,CAROLYN MOSES,PARIS HAIR WEAVE,9216 S COTTAGE GROVE AVE  1ST,CHICAGO,IL,60619,9.0,56.0,9-56,6.0,1010,Limited Business License,,,27389.0,RENEW,,09/27/2004,11/16/2004,N,11/16/2004,11/15/2005,11/16/2004,11/16/2004,AAI,,51.0,41.726980106,-87.604737718,"(41.72698010553182, -87.60473771820149)"
1516574-20060216,1670904,280103,1,CHICAGO GATEWAY GREEN COMMITTEE,CHICAGO GATEWAY GREEN COMMITTEE,515 N STATE ST  300,CHICAGO,IL,60610,42.0,22.0,42-22,18.0,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1516574.0,RENEW,,12/21/2005,01/30/2006,N,02/16/2006,02/15/2007,01/30/2006,01/31/2006,AAI,,,41.891418101,-87.627914756,"(41.89141810118847, -87.62791475607904)"
1698772-20080516,1897671,304601,1,"S & M MECHANICAL, INC.","S & M MECHANICAL, INC.",324 E BURLINGTON   3,RIVERSIDE,IL,60546,,,,,1011,Home Repair,,,1698772.0,RENEW,,03/24/2008,06/12/2008,N,05/16/2008,05/15/2010,06/12/2008,06/12/2008,AAI,,,,,
1167167-20020216,1219786,217253,1,ZORKA SPASSOVA STOTZEVA,ZORKA SPASSOVA  STOITZEVA,1263  WYNDHAM   104,PALATINE,IL,60074,,,,,1525,Massage Therapist,,,1167167.0,RENEW,,12/21/2001,02/08/2002,N,02/16/2002,02/15/2003,02/08/2002,02/08/2002,AAI,,,,,
1697330-20070216,1795803,303902,1,"HEATING & AIR SPECIALISTS, INC.","HEATING & AIR SPECIALISTS, INC.",408 W CATALPA,WOOD DALE,IL,60191,,,,,1011,Home Repair,,,1697330.0,RENEW,,12/20/2006,02/12/2007,N,02/16/2007,05/15/2008,03/03/2007,03/06/2007,AAI,,,,,
1122339-20070216,1777849,28020,2,AHERN FIRE PROTECTION,AHERN FIRE PROTECTION,1364  HAMILTON PKWY,ITASCA,IL,60143,,,,,1010,Limited Business License,,,1122339.0,RENEW,,12/20/2006,01/08/2007,N,02/16/2007,03/15/2008,01/08/2007,01/09/2007,AAI,,,,,
40175-20020216,1211177,55022,1,"CONTROLLED DEMOLITION, INC.","CONTROLLED DEMOLITION, INC",2737  MERRYMAN MILL RD,PHOENIX,MD,21131,,,,,1253,Explosives,853,Use of Explosives,40175.0,RENEW,,12/20/2001,01/16/2002,N,02/16/2002,02/15/2003,02/06/2002,02/07/2002,AAI,,,,,
85221-20071116,1857577,66124,2,SANTIAGO CORPORATION,"RESTAURANT SANTIAGO, #2",3139 N CENTRAL AVE 1ST,CHICAGO,IL,60634,31.0,37.0,31-37,25.0,1006,Retail Food Establishment,,,85221.0,RENEW,,09/21/2007,11/09/2007,N,11/16/2007,10/15/2009,11/09/2007,04/25/2008,AAC,08/13/2008,2.0,41.937921295,-87.766327402,"(41.93792129538633, -87.76632740192994)"
74678-20040216,1892917,87193,1,STEVENS COMMUNICATIONS INC,STEVENS COMMUNICATIONS INC,175 W JACKSON BLVD  1800,CHICAGO,IL,60604,42.0,49.0,42-49,1.0,1010,Limited Business License,,,74678.0,RENEW,,03/05/2008,03/05/2008,N,02/16/2004,02/15/2005,,03/05/2008,AAI,,,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
2271030-20170716,2534029,383067,2,"Encore Receivable Management, Inc.","Encore Receivable Management, Inc.",70 W MANSELL CT  250,ROSWELL,GA,30076,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2271030.0,RENEW,,05/15/2017,06/16/2017,N,07/16/2017,07/15/2019,06/16/2017,06/19/2017,AAI,,,,,
2560976-20171017,2560976,422319,1,KATELYN CLARK,KATELYN CLARK,[REDACTED FOR PRIVACY],NORTHBROOK,IL,60062,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2560976.0,ISSUE,10/13/2017,10/13/2017,10/16/2017,N,10/17/2017,11/15/2018,10/16/2017,10/17/2017,AAI,,,,,
46806-20020216,1211493,56070,1,LIL CONSTRUCTION CO INC,LIL CONSTRUCTION CO INC,15044 S CHAMPLAIN AVE 1ST,DOLTON,IL,60419,,,,,1010,Limited Business License,,,46806.0,RENEW,,12/20/2001,02/06/2002,N,02/16/2002,02/15/2003,02/06/2002,02/07/2002,AAI,,,,,
1543817-20041019,1543817,283281,1,ELIZABETH G HAND,ELIZABETH G HAND,1172  LYNETTE DR,LAKE FOREST,IL,60045,,,,,1605,Street Performer,,,1543817.0,ISSUE,10/19/2004,10/19/2004,10/19/2004,N,10/19/2004,02/15/2005,,10/19/2004,AAI,,,,,
1336142-20040216,1458020,54982,9,"EDWARD D. JONES & CO., L.P.",EDWARD JONES,25 E WASHINGTON ST  1306,CHICAGO,IL,60602,42.0,9.0,42-9,1.0,1010,Limited Business License,,,1336142.0,RENEW,,12/15/2003,02/13/2004,N,02/16/2004,02/15/2005,12/22/2003,04/23/2004,AAI,,1.0,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)"
1383955-20040216,1469005,266897,1,RYAN A MAYER,RYAN A MAYER,1670  NORTHLAND AVE,HIGHLAND PARK,IL,60035,,,,,1605,Street Performer,,,1383955.0,RENEW,,12/15/2003,05/17/2004,N,02/16/2004,02/15/2005,,12/22/2003,AAI,,,,,
1276275-20040216,1458312,56518,3,JOHN A.HAYES,TRINITY 111 DEVELOPMENT,16120  UNIVERSITY AVE,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,1276275.0,RENEW,,12/15/2003,04/16/2004,N,02/16/2004,02/15/2005,12/22/2003,04/19/2004,AAI,,,,,
2218831-20121231,2218831,354943,1,MICHAEL ANTHONY CARSON,MICHAEL A. CARSON,4421 W 11TH AVE,GARY,IN,46404,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2218831.0,ISSUE,,,,N,12/31/2012,07/15/2012,,12/31/2012,AAI,,,,,
2320828-20140403,2320828,42325,2,RIDVAN MUSTAFA,RIDVAN MUSTAFA,561 N NORTHWEST HWY,PARK RIDGE,IL,60068,,,,,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2320828.0,ISSUE,04/03/2014,04/03/2014,04/03/2014,N,04/03/2014,11/15/2015,,04/03/2014,AAI,,,,,
2177135-20120717,2177135,374143,1,DAVID MOHAMMED DAOUI,DAVID MOHAMMED DAOUI,123 S EASTWOOD DR,WOODSTOCK,IL,60098,,,,,1605,Street Performer,,,2177135.0,ISSUE,07/17/2012,07/17/2012,07/17/2012,N,07/17/2012,08/15/2014,,07/17/2012,AAC,12/29/2012,,,,
1717388-20080316,1887207,305136,1,STACEY L. MAUCK,STACEY L. MAUCK,1  MAUCHLY,IRVINE,CA,92618,,,,,1060,Auctioneer,,,1717388.0,RENEW,,01/22/2008,04/02/2008,N,03/16/2008,03/15/2010,04/02/2008,04/03/2008,AAI,,,,,
25420-20010516,1134180,30291,11,PALETERIA PONCHO INC,PALETERIA PONCHO,2513 S PULASKI RD,CHICAGO,IL,60623,22.0,4.0,22-4,10.0,1315,Mobile Food Dispenser,,,25420.0,RENEW,,03/16/2001,09/25/2001,N,05/16/2001,05/15/2002,01/15/2002,01/15/2002,AAI,,25.0,41.845687843,-87.724456012,"(41.84568784296926, -87.72445601246815)"
2321180-20140418,2321180,389583,1,HERBERT COLLINS,JUNK COLLECTION ENTERPRISES,369  TAFT ST,GARY,IN,46404,,,,,4404,Regulated Business License,689,Junk Peddler,2321180.0,ISSUE,04/11/2014,04/11/2014,04/11/2014,N,04/18/2014,05/15/2016,04/17/2014,04/18/2014,AAI,,,,,
1122772-20120416,2139287,38716,2,DAN DEE SEWER CONTRUCTION INC,DAN DEE SEWER CONSTRUCTION INC,729 S VINE,PARK RIDGE,IL,60068,,,,,1010,Limited Business License,,,1122772.0,RENEW,,02/17/2012,04/02/2012,N,04/16/2012,04/15/2014,04/02/2012,04/03/2012,AAI,,,,,
1682066-20060320,1682066,59290,2,"QUALITY FIRST CONSTRUCTION, INC.","QUALITY FIRST CONSTRUCTION, INC.",1010 N SPRINGFIELD AVE,DEERFIELD,IL,60015,,,,,1010,Limited Business License,,,1682066.0,C_LOC,03/20/2006,03/20/2006,03/20/2006,N,03/20/2006,02/15/2007,03/20/2006,03/20/2006,AAI,,,41.899416718,-87.723912865,"(41.89941671833539, -87.72391286539354)"
1273869-20040216,1465317,251835,1,FARNAM STREET FINANCIAL INC,FARNAM STREET FINANCIAL INC,10261  YELLOW CIRCLE  200,MINNETONKA,MN,55343,,,,,1010,Limited Business License,,,1273869.0,RENEW,,12/15/2003,01/20/2004,N,02/16/2004,02/15/2005,12/22/2003,01/21/2004,AAI,,,,,
2368305-20141120,2368305,394883,1,ARCO SECURING LLC,ARCO SECURING LLC,11315  HUMMINGBIRD LN,MOKENA,IL,60448,,,,,4404,Regulated Business License,602 | 633 | 753 | 673,Administrative Commercial Office | Commercial Janitorial Services | Residential Cleaning Services | Home Repair Services,2368305.0,ISSUE,11/20/2014,11/20/2014,11/20/2014,N,11/20/2014,12/15/2016,11/20/2014,11/20/2014,AAI,,,,,
1515660-20040727,1515660,279679,1,NIGEL S HOLT,NIGEL S HOLT,6056  SUNFLOWERS DR,MATTESON,IL,60443,,,,,1605,Street Performer,,,1515660.0,ISSUE,07/27/2004,07/27/2004,07/27/2004,N,07/27/2004,02/15/2005,,07/27/2004,AAI,,,,,
1352378-20040216,1456141,42364,3,SLAWOMIR KOSEK,MIDWEST HEATING & ENGINEERING,13203 S 84TH CT,PALOS PARK,IL,60464,,,,,1010,Limited Business License,,,1352378.0,RENEW,,12/15/2003,02/11/2004,N,02/16/2004,02/15/2005,12/22/2003,02/13/2004,AAI,,,,,
43853-20061116,1749943,35250,1,FERNANDEZ AUTO GLASS INC IV,FERNANDEZ AUTO GLASS IV,2733 N WESTERN AVE,CHICAGO,IL,60647,32.0,39.0,32-39,14.0,1569,Motor Vehicle Repair : Engine Only (Class II),,,43853.0,RENEW,,09/20/2006,01/05/2007,N,11/16/2006,11/15/2007,01/05/2007,01/08/2007,AAI,,,41.931386235,-87.687731165,"(41.93138623529101, -87.68773116474343)"
1227866-20020403,1227866,21551,2,STERLING ROSS FIRE RESTORATION,STERLING ROSS FIRE RESTORATION,3100  ST. CHARLES RD,BELLWOOD,IL,60104,,,,,1010,Limited Business License,,,1227866.0,C_LOC,03/19/2002,04/03/2002,04/03/2002,N,04/03/2002,02/15/2003,04/03/2002,04/04/2002,AAC,02/13/2003,,,,
1140675-20030216,1308161,12447,1,NORLIGHT TELECOMMUNICATIONS,NORLIGHT TELECOMMUNICATIONS,275 N CORPORATE DR,BROOKFIELD,WI,53045,,,,,1010,Limited Business License,,,1140675.0,RENEW,,12/17/2002,02/18/2003,N,02/16/2003,02/15/2004,02/18/2003,02/20/2003,AAI,,,,,
31169-20071116,1853516,31794,1,"JACKIE'S HAIR CARE, LTD.",JACKY'S SALON,3350 W LAWRENCE AVE 1ST,CHICAGO,IL,60625,33.0,22.0,33-22,17.0,1010,Limited Business License,,,31169.0,RENEW,,09/21/2007,03/05/2008,N,11/16/2007,09/15/2009,03/05/2008,03/06/2008,AAI,,60.0,41.96851357,-87.712967102,"(41.968513570382285, -87.71296710177855)"
1516691-20040826,1516691,203420,3,THUC MINH HUYNH,PHO XE TANG RESTAURANT,4953-4955 N BROADWAY,CHICAGO,IL,60640,48.0,40.0,48-40,20.0,1781,Tobacco,763,Retail Sale of Tobacco,1516691.0,ISSUE,08/06/2004,08/06/2004,08/06/2004,N,08/26/2004,08/15/2005,08/25/2004,08/26/2004,AAI,,34.0,41.973091079,-87.659632197,"(41.973091079257635, -87.65963219685456)"
2204830-20121229,2204830,39659,2,W R HEAT & AIR CONDITION INC,W R HEAT & AIR CONDITION INC.,5738 W GIDDINGS ST,CHICAGO,IL,60630,45.0,20.0,45-20,16.0,4404,Regulated Business License,724,Other Home Occupations,2204830.0,ISSUE,,,,N,12/29/2012,12/15/2013,,12/29/2012,AAI,,,41.966928166,-87.771463574,"(41.9669281664431, -87.7714635743435)"
1141043-20020216,1218666,213576,1,JAN PODGORSKI,FOREVER CONSTRUCTION,8347 N OTTAWA AVE,NILES,IL,60714,,,,,1011,Home Repair,,,1141043.0,RENEW,,12/21/2001,02/14/2002,N,02/16/2002,02/15/2003,02/24/2003,02/25/2003,AAI,,,,,
1921833-20160816,2473747,334885,1,"GUARANTEE INTERIORS, INC.",GUARANTEE INTERIORS INC,2914  LOCUST,ST. LOUIS,MO,63103,,,,,1010,Limited Business License,,,1921833.0,RENEW,,06/15/2016,12/05/2016,N,08/16/2016,08/15/2018,12/05/2016,12/06/2016,AAI,,,,,
72391-20030216,1336098,60782,1,D & G TEMPERTURE CONTROL INC,D & G TEMPERTURE CONTROL INC,7705 W WINDSOR AVE 1ST,NORRIDGE,IL,60706,,,,,1010,Limited Business License,,,72391.0,RENEW,,03/06/2003,04/23/2003,N,02/16/2003,02/15/2004,04/23/2003,04/24/2003,AAI,,,,,
1167832-20040216,1462789,215245,1,"CASS ENVIRONMENTAL, INC.","CASS ENVIRONMENTAL, INC",1523 W LINDEN RD,HOMEWOOD,IL,60430,,,,,1011,Home Repair,,,1167832.0,RENEW,,12/15/2003,01/12/2004,N,02/16/2004,02/15/2005,12/22/2003,01/15/2004,AAI,,,,,
2451522-20180616,2594156,404227,1,"PANJWANI NETWORK RESTAURANTS, INC.",DUNKIN DONUTS,1355-1357 W MORSE AVE 1ST,CHICAGO,IL,60626,49.0,26.0,49-26,24.0,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2451522.0,RENEW,,04/15/2018,05/22/2018,N,06/16/2018,06/15/2020,05/22/2018,05/23/2018,AAI,,24.0,42.007804413,-87.665847839,"(42.00780441337071, -87.66584783860009)"
1546775-20041203,1546775,284751,1,EXCEL HOTEL SERVICES INC,EXCEL HOTEL SERVICES INC,119  STANDARD,EL SEGUNDO,CA,90245,,,,,1010,Limited Business License,,,1546775.0,ISSUE,11/22/2004,12/02/2004,12/02/2004,N,12/03/2004,02/15/2005,12/02/2004,12/03/2004,AAI,,,,,
41030-20010816,1158137,55180,1,MICHAEL S KAWALEK,CASTLE HEATING & COOLING INC.,970  ROSE AVE  1,DES PLAINES,IL,60016,,,,,1011,Home Repair,,,41030.0,RENEW,,06/25/2001,09/04/2001,N,08/16/2001,08/15/2002,04/15/2002,10/09/2002,AAI,,,,,
2270976-20150716,2403874,383020,1,"Financial Asset Management Systems, Inc.","Financial Asset Management Systems, Inc.",11499  CHESTER RD  101,SHARONVILLE,OH,45246,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270976.0,RENEW,,05/15/2015,07/07/2015,N,07/16/2015,07/15/2017,07/07/2015,07/08/2015,AAI,,,,,
27524-20080716,1905939,30802,1,ROGER J SIMIALE,JACKPOT AMUSEMENTS,14216 S CLARK ST 1ST,RIVERDALE,IL,60827,,,,,1046,Automatic Amusement Device Operator,,,27524.0,RENEW,,05/15/2008,09/26/2008,N,07/16/2008,07/15/2010,12/15/2008,12/16/2008,AAI,,,,,
2093125-20150416,2381831,217876,2,ELITE CONSTRUCTION CO. INC.,"ELITE CONSTRUCTION COMPANY, INC.",600  TERRITORIAL DR  B,BOLINGBROOK,IL,60440,,,,,1010,Limited Business License,708,Miscellaneous Commercial Services,2093125.0,RENEW,,02/15/2015,03/25/2015,N,04/16/2015,04/15/2017,03/25/2015,03/26/2015,AAI,,,,,
2114415-,2114418,364612,2,JOYCE A JOHNSON,J & K CATERING,1413 S 11TH ST,MAYWOOD,IL,60153,,,,,8344,Shared Kitchen User,,,2114415.0,ISSUE,,,,N,,08/15/2013,,04/10/2013,AAI,,,,,
1822753-20110616,2091919,318317,1,X-PRESS QUALITY CLEANING INC.,X-PRESS QUALITY CLEANING INC.,3206 S SCOVILLE AVE,BERWYN,IL,60402,,,,,1010,Limited Business License,,,1822753.0,RENEW,,04/15/2011,06/14/2011,N,06/16/2011,06/15/2013,06/14/2011,06/15/2011,AAI,,,,,
1273573-20070216,1779869,37899,1,DCO INC,SEATTLE SUTTON'S HEALTHY EATING,1260 N DEARBORN ST,CHICAGO,IL,60610,2.0,36.0,2-36,18.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1273573.0,RENEW,,12/20/2006,02/14/2007,N,02/16/2007,02/15/2008,02/14/2007,02/15/2007,AAI,,,41.905651143,-87.630183757,"(41.90565114341531, -87.63018375722896)"
1646539-20070216,1794135,296869,1,DEBORAH MALOFF & ASSOCIATES INC,"DEBORAH MALOFF & ASSOCIATES, INC",633 S BRUNER ST,HINSDALE,IL,60521,,,,,1010,Limited Business License,,,1646539.0,RENEW,,12/20/2006,01/09/2007,N,02/16/2007,05/15/2009,01/09/2007,01/10/2007,AAI,,,,,
1817024-20150416,2383112,315926,1,"STENSTROM EXCAVATION & BLACKTOP, INC.","STENSTROM EXCAVATION & BLACKTOP, INC.",2422  CENTER ST,ROCKFORD,IL,61108,,,,,1010,Limited Business License,,,1817024.0,RENEW,,02/15/2015,02/24/2015,N,04/16/2015,04/15/2017,02/24/2015,02/25/2015,AAI,,,,,
24938-20070216,1778383,30177,1,TROPIC-KOOL ENGINEERING CORP,TROPIC-KOOL ENGINEERING CORP,1232  DONEGAN RD  MAIN,LARGO,FL,33771,,,,,1010,Limited Business License,,,24938.0,RENEW,,12/20/2006,01/29/2007,N,02/16/2007,04/15/2008,01/29/2007,01/30/2007,AAI,,,,,
1222412-20101016,2051771,229678,1,MS EGGROLL #2 INC,MS EGGROLL #2 INC,6966 N GLENWOOD AVE,CHICAGO,IL,60626,49.0,24.0,49-24,24.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1222412.0,RENEW,,08/16/2010,09/29/2010,N,10/16/2010,10/15/2012,09/29/2010,09/30/2010,AAI,,24.0,42.008692329,-87.666349753,"(42.00869232882907, -87.66634975283057)"
